Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.0544854120825832,0.06249804496109254,0.0544854120825832,0.05982675775885582,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.059826730333293186,0.06303215063373949,0.059826730333293186,0.061963267624378204,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06196327458962168,0.06356629210194817,0.06196327458962168,0.06303215771913528,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06303218347094702,0.06356631807198071,0.060895030702673436,0.06142916530370712,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06142913243529431,0.06196326675053286,0.05982672948957865,0.0603608638048172,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06036086673402395,0.06036086673402395,0.05822432936938734,0.058758463710546494,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05875848204079906,0.05982675105637378,0.056087809501862256,0.05715607851743698,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05715608204543789,0.05715608204543789,0.055019543882409074,0.055553678423166275,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05555365905884372,0.05662192776799202,0.05501952470426957,0.05662192776799202,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05662193937132659,0.05875847722745636,0.05608780490729415,0.05822434276342392,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05822434548204674,0.059292614459991455,0.05822434548204674,0.059292614459991455,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05929259805170564,0.05929259805170564,0.05769019502822818,0.058758463710546494,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05875847722745636,0.05875847722745636,0.05822434276342392,0.05822434276342392,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05822432936938734,0.0598267323928648,0.05822432936938734,0.058758463710546494,27014400,0.0,0.0
